"CountryArea","Year","Item","Value"
"Honduras","1982","General government final consumption expenditure","483148865"
"Honduras","1982","Gross capital formation","449811984"
"Honduras","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","593335850.5"
"Honduras","1982","Changes in inventories","-143523866.5"
"Honduras","1982","Exports of goods and services","1206266005.5"
"Honduras","1982","Imports of goods and services","1168872187.5"
"Honduras","1982","Gross Domestic Product (GDP)","3463839878"
"Honduras","1981","Final consumption expenditure","2893588452.5"
"Honduras","1981","Household consumption expenditure (including Non-profit institutions serving households)","2434023371"
"Honduras","1981","General government final consumption expenditure","459565081.5"
"Honduras","1981","Gross capital formation","652474526"
"Honduras","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","639791283.5"
"Honduras","1981","Changes in inventories","12683242"
"Honduras","1981","Exports of goods and services","1389269563.5"
"Honduras","1981","Imports of goods and services","1525489423.5"
"Honduras","1981","Gross Domestic Product (GDP)","3363628908.5"
"Honduras","1980","Final consumption expenditure","2542884669.5"
"Honduras","1980","Household consumption expenditure (including Non-profit institutions serving households)","2128574957"
"Honduras","1980","General government final consumption expenditure","414309713"
"Honduras","1980","Gross capital formation","698059867.5"
"Honduras","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","739758672"
"Honduras","1980","Changes in inventories","-41698804.5"
"Honduras","1980","Exports of goods and services","1488169359"
"Honduras","1980","Imports of goods and services","1622357284"
"Honduras","1980","Gross Domestic Product (GDP)","3061206518.5"
"Honduras","1979","Final consumption expenditure","2089544812"
"Honduras","1979","Household consumption expenditure (including Non-profit institutions serving households)","1775306830"
"Honduras","1979","General government final consumption expenditure","314237982"
"Honduras","1979","Gross capital formation","662360503.5"
"Honduras","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","609213024"
"Honduras","1979","Changes in inventories","53147480"
"Honduras","1979","Exports of goods and services","1321519310.5"
"Honduras","1979","Imports of goods and services","1336776479.5"
"Honduras","1979","Gross Domestic Product (GDP)","2686011877"
"Honduras","1978","Final consumption expenditure","1805590361.5"
"Honduras","1978","Household consumption expenditure (including Non-profit institutions serving households)","1539794745.5"
"Honduras","1978","General government final consumption expenditure","265795615.5"
"Honduras","1978","Gross capital formation","562951506"
"Honduras","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","548056504"
"Honduras","1978","Changes in inventories","14895002"
"Honduras","1978","Exports of goods and services","1087119008.5"
"Honduras","1978","Imports of goods and services","1115774249"
"Honduras","1978","Gross Domestic Product (GDP)","2301869827.5"
"Honduras","1977","Final consumption expenditure","1648980802.5"
"Honduras","1977","Household consumption expenditure (including Non-profit institutions serving households)","1383185186.5"
"Honduras","1977","General government final consumption expenditure","265795615.5"
"Honduras","1977","Gross capital formation","422900155.5"
"Honduras","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","418098899.5"
"Honduras","1977","Changes in inventories","4801256"
"Honduras","1977","Exports of goods and services","894770588"
"Honduras","1977","Imports of goods and services","940694560"
"Honduras","1977","Gross Domestic Product (GDP)","1991693017.5"
"Honduras","1976","Final consumption expenditure","1395788990.5"
"Honduras","1976","Household consumption expenditure (including Non-profit institutions serving households)","1173973944"
"Honduras","1976","General government final consumption expenditure","221815046"
"Honduras","1976","Gross capital formation","284496468.5"
"Honduras","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","323423902.5"
"Honduras","1976","Changes in inventories","-38927434"
"Honduras","1976","Exports of goods and services","699307213"
"Honduras","1976","Imports of goods and services","740500980.5"
"Honduras","1976","Gross Domestic Product (GDP)","1608147462"
"Honduras","1975","Final consumption expenditure","1225644276"
"Honduras","1975","Household consumption expenditure (including Non-profit institutions serving households)","1048447199"
"Honduras","1975","General government final consumption expenditure","177197077"
"Honduras","1975","Gross capital formation","233968138"
"Honduras","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","279908687"
"Honduras","1975","Changes in inventories","-45940548.5"
"Honduras","1975","Exports of goods and services","529542210.5"
"Honduras","1975","Imports of goods and services","638610342"
"Honduras","1975","Gross Domestic Product (GDP)","1340918210"
"Honduras","1974","Final consumption expenditure","1072389174.77776"
"Honduras","1974","Household consumption expenditure (including Non-profit institutions serving households)","918138481.309728"
"Honduras","1974","General government final consumption expenditure","154250692.968034"
"Honduras","1974","Gross capital formation","297677771.93831"
"Honduras","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","254622817.947233"
"Honduras","1974","Changes in inventories","43054953.9910774"
"Honduras","1974","Exports of goods and services","510852485.394133"
"Honduras","1974","Imports of goods and services","650808516.865129"
"Honduras","1974","Gross Domestic Product (GDP)","1234145807.74424"
"Honduras","1973","Final consumption expenditure","902799604.121352"
"Honduras","1973","Household consumption expenditure (including Non-profit institutions serving households)","784243286.171077"
"Honduras","1973","General government final consumption expenditure","118556317.950276"
"Honduras","1973","Gross capital formation","191128901.419838"
"Honduras","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","191114124.419844"
"Honduras","1973","Changes in inventories","14777.4999938021"
"Honduras","1973","Exports of goods and services","450889617.31089"
"Honduras","1973","Imports of goods and services","430523825.819432"
"Honduras","1973","Gross Domestic Product (GDP)","1088601304.54342"
"Honduras","1972","Final consumption expenditure","807434032.167272"
"Honduras","1972","Household consumption expenditure (including Non-profit institutions serving households)","684416484.254343"
"Honduras","1972","General government final consumption expenditure","123017547.912929"
"Honduras","1972","Gross capital formation","140599923.933044"
"Honduras","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","144069983.950843"
"Honduras","1972","Changes in inventories","-3470060.51779699"
"Honduras","1972","Exports of goods and services","358996815.553336"
"Honduras","1972","Imports of goods and services","322173846.150428"
"Honduras","1972","Gross Domestic Product (GDP)","957964736.361705"
"Honduras","1971","Final consumption expenditure","740374143.5"
"Honduras","1971","Household consumption expenditure (including Non-profit institutions serving households)","628829220.5"
"Honduras","1971","General government final consumption expenditure","111544922.5"
"Honduras","1971","Gross capital formation","137305245.5"
"Honduras","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","148774995"
"Honduras","1971","Changes in inventories","-11469750"
"Honduras","1971","Exports of goods and services","331742620"
"Honduras","1971","Imports of goods and services","316435012"
"Honduras","1971","Gross Domestic Product (GDP)","872074031.5"
"Honduras","1970","Final consumption expenditure","708934451.145533"
"Honduras","1970","Household consumption expenditure (including Non-profit institutions serving households)","603126124.698437"
"Honduras","1970","General government final consumption expenditure","105808326.447096"
"Honduras","1970","Gross capital formation","165864736.417068"
"Honduras","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","157595647.421202"
"Honduras","1970","Changes in inventories","8269089.49586545"
"Honduras","1970","Exports of goods and services","307601724.846199"
"Honduras","1970","Imports of goods and services","351594457.824203"
"Honduras","1970","Gross Domestic Product (GDP)","824354522.087823"
"Hungary","1986","Final consumption expenditure","19723921092.1373"
"Hungary","1986","Household consumption expenditure (including Non-profit institutions serving households)","13937500249.1483"
"Hungary","1986","General government final consumption expenditure","5786420842.98904"
"Hungary","1986","Gross capital formation","7317019408.51564"
"Hungary","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8009636861.15532"
"Hungary","1986","Changes in inventories","-692617452.639686"
"Hungary","1986","Exports of goods and services","8384631646.95525"
"Hungary","1986","Imports of goods and services","8286435790.90224"
"Hungary","1986","Gross Domestic Product (GDP)","27161774678.1026"
"Hungary","1985","Final consumption expenditure","16749665570.7969"
"Hungary","1985","Household consumption expenditure (including Non-profit institutions serving households)","11887547016.345"
"Hungary","1985","General government final consumption expenditure","4862118554.45197"
"Hungary","1985","Gross capital formation","5906757661.54423"
"Hungary","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","6509835323.76685"
"Hungary","1985","Changes in inventories","-603077662.222613"
"Hungary","1985","Exports of goods and services","7749037478.72082"
"Hungary","1985","Imports of goods and services","7031328884.62352"
"Hungary","1985","Gross Domestic Product (GDP)","23580405413.4726"
"Hungary","1984","Final consumption expenditure","16121155007.759"
"Hungary","1984","Household consumption expenditure (including Non-profit institutions serving households)","11508508172.0771"
"Hungary","1984","General government final consumption expenditure","4612646835.68193"
"Hungary","1984","Gross capital formation","6003624138.99239"
"Hungary","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","6593262048.84241"
"Hungary","1984","Changes in inventories","-589637909.829201"
"Hungary","1984","Exports of goods and services","7449872365.22962"
"Hungary","1984","Imports of goods and services","6562507417.12854"
"Hungary","1984","Gross Domestic Product (GDP)","23286198709.4064"
"Hungary","1983","Final consumption expenditure","16756205663.7741"
"Hungary","1983","Household consumption expenditure (including Non-profit institutions serving households)","11894207968.3087"
"Hungary","1983","General government final consumption expenditure","4861997695.46548"
"Hungary","1983","Gross capital formation","6366808548.66501"
"Hungary","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","7247201399.17127"
"Hungary","1983","Changes in inventories","-880392850.506265"
"Hungary","1983","Exports of goods and services","7526885742.9792"
"Hungary","1983","Imports of goods and services","6840744870.80476"
"Hungary","1983","Gross Domestic Product (GDP)","24017719735.7704"
"Hungary","1982","Final consumption expenditure","18218382865.1827"
"Hungary","1982","Household consumption expenditure (including Non-profit institutions serving households)","12937150461.8396"
"Hungary","1982","General government final consumption expenditure","5281232403.31585"
"Hungary","1982","Gross capital formation","7562188280.4807"
"Hungary","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8208552809.47757"
"Hungary","1982","Changes in inventories","-646364528.996872"
"Hungary","1982","Exports of goods and services","7822446881.32781"
"Hungary","1982","Imports of goods and services","7306994712.12709"
"Hungary","1982","Gross Domestic Product (GDP)","26464677270.6788"
"Hungary","1981","Final consumption expenditure","18064023844.2747"
"Hungary","1981","Household consumption expenditure (including Non-profit institutions serving households)","12875148729.9983"
"Hungary","1981","General government final consumption expenditure","5188875114.2764"
"Hungary","1981","Gross capital formation","7723307032.39219"
"Hungary","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8464239077.92932"
"Hungary","1981","Changes in inventories","-740932045.537127"
"Hungary","1981","Exports of goods and services","7997883306.37738"
"Hungary","1981","Imports of goods and services","7835360741.65897"
"Hungary","1981","Gross Domestic Product (GDP)","25986681571.5508"
"Hungary","1980","Final consumption expenditure","17629084212.6655"
"Hungary","1980","Household consumption expenditure (including Non-profit institutions serving households)","12616182151.6253"
"Hungary","1980","General government final consumption expenditure","5012902061.04028"
"Hungary","1980","Gross capital formation","7791200188.43204"
"Hungary","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8973073648.93354"
"Hungary","1980","Changes in inventories","-1181873460.5015"
"Hungary","1980","Exports of goods and services","7714783210.79158"
"Hungary","1980","Imports of goods and services","7767952266.01375"
"Hungary","1980","Gross Domestic Product (GDP)","25340760932.3152"
"Hungary","1979","Final consumption expenditure","14784437086.6767"
"Hungary","1979","Household consumption expenditure (including Non-profit institutions serving households)","10531519882.639"
"Hungary","1979","General government final consumption expenditure","4252917204.03769"
"Hungary","1979","Gross capital formation","7475222172.81678"
"Hungary","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8724147648.03317"
"Hungary","1979","Changes in inventories","-1248925475.2164"
"Hungary","1979","Exports of goods and services","7090359404.91569"
"Hungary","1979","Imports of goods and services","7299357595.46066"
"Hungary","1979","Gross Domestic Product (GDP)","21926066859.5178"
"Hungary","1978","Final consumption expenditure","12560927240.8807"
"Hungary","1978","Household consumption expenditure (including Non-profit institutions serving households)","8884332817.21396"
"Hungary","1978","General government final consumption expenditure","3676594423.6667"
"Hungary","1978","Gross capital formation","7851432668.84064"
"Hungary","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","7949178559.32192"
"Hungary","1978","Changes in inventories","-97745890.4812872"
"Hungary","1978","Exports of goods and services","5728079792.69343"
"Hungary","1978","Imports of goods and services","6757812278.6384"
"Hungary","1978","Gross Domestic Product (GDP)","18990259979.3727"
"Hungary","1977","Final consumption expenditure","10638390109.7426"
"Hungary","1977","Household consumption expenditure (including Non-profit institutions serving households)","7661557107.80837"
"Hungary","1977","General government final consumption expenditure","2976833001.93421"
"Hungary","1977","Gross capital formation","6054268739.75829"
"Hungary","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","6784265071.09328"
"Hungary","1977","Changes in inventories","-729996331.310584"
"Hungary","1977","Exports of goods and services","5230037092.6858"
"Hungary","1977","Imports of goods and services","5535760831.12579"
"Hungary","1977","Gross Domestic Product (GDP)","16243909837.5211"
"Hungary","1976","Final consumption expenditure","9642523363.51362"
"Hungary","1976","Household consumption expenditure (including Non-profit institutions serving households)","6964601760.98204"
"Hungary","1976","General government final consumption expenditure","2677921602.53158"
"Hungary","1976","Gross capital formation","5227815328.927"
"Hungary","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5687245278.12258"
"Hungary","1976","Changes in inventories","-459429949.195582"
"Hungary","1976","Exports of goods and services","4394945254.79239"
"Hungary","1976","Imports of goods and services","4629617203.41652"
"Hungary","1976","Gross Domestic Product (GDP)","14544811906.9161"
"Hungary","1975","Final consumption expenditure","8506356421.13086"
"Hungary","1975","Household consumption expenditure (including Non-profit institutions serving households)","6136022971.5721"
"Hungary","1975","General government final consumption expenditure","2370333449.5815"
"Hungary","1975","Gross capital formation","4752023262.78308"
"Hungary","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5146384290.29364"
"Hungary","1975","Changes in inventories","-394361027.487825"
"Hungary","1975","Exports of goods and services","4053982045.63469"
"Hungary","1975","Imports of goods and services","4563912682.73867"
"Hungary","1975","Gross Domestic Product (GDP)","12551497044.0825"
"Hungary","1974","Final consumption expenditure","7371354392.42416"
"Hungary","1974","Household consumption expenditure (including Non-profit institutions serving households)","5295598559.84496"
"Hungary","1974","General government final consumption expenditure","2075755832.5792"
"Hungary","1974","Gross capital formation","3943650457.98598"
"Hungary","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4185372612.66128"
"Hungary","1974","Changes in inventories","-241722154.675305"
"Hungary","1974","Exports of goods and services","3589992236.38979"
"Hungary","1974","Imports of goods and services","3789910431.54554"
"Hungary","1974","Gross Domestic Product (GDP)","11007336472.0102"
"Hungary","1973","Final consumption expenditure","6387646073.27577"
"Hungary","1973","Household consumption expenditure (including Non-profit institutions serving households)","4674227380.76448"
"Hungary","1973","General government final consumption expenditure","1713418692.51129"
"Hungary","1973","Gross capital formation","2984052773.84532"
"Hungary","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3535480156.77205"
"Hungary","1973","Changes in inventories","-551427382.92673"
"Hungary","1973","Exports of goods and services","3006643898.50364"
"Hungary","1973","Imports of goods and services","2525808372.00592"
"Hungary","1973","Gross Domestic Product (GDP)","10042847160.6101"
"Hungary","1972","Final consumption expenditure","5277346988.76723"
"Hungary","1972","Household consumption expenditure (including Non-profit institutions serving households)","3829684705.51628"
"Hungary","1972","General government final consumption expenditure","1447662283.25095"
"Hungary","1972","Gross capital formation","2579770125.85197"
"Hungary","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2972217631.5232"
"Hungary","1972","Changes in inventories","-392447505.653139"
"Hungary","1972","Exports of goods and services","2169006447.54197"
"Hungary","1972","Imports of goods and services","1995959120.0144"
"Hungary","1972","Gross Domestic Product (GDP)","8109826375.02913"
"Hungary","1971","Final consumption expenditure","4627486757.27243"
"Hungary","1971","Household consumption expenditure (including Non-profit institutions serving households)","3317737031.9032"
"Hungary","1971","General government final consumption expenditure","1309749725.36923"
"Hungary","1971","Gross capital formation","2609783926.62869"
"Hungary","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2658404742.80047"
"Hungary","1971","Changes in inventories","-48620816.1717788"
"Hungary","1971","Exports of goods and services","1627792824.62768"
"Hungary","1971","Imports of goods and services","1875478733.01444"
"Hungary","1971","Gross Domestic Product (GDP)","6914408986.26524"
"Hungary","1970","Final consumption expenditure","4250926331.08752"
"Hungary","1970","Household consumption expenditure (including Non-profit institutions serving households)","3064189517.96774"
"Hungary","1970","General government final consumption expenditure","1186736813.11978"
"Hungary","1970","Gross capital formation","2138865381.81898"
"Hungary","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2349322756.03916"
"Hungary","1970","Changes in inventories","-210457374.220174"
"Hungary","1970","Exports of goods and services","1500678463.95834"
"Hungary","1970","Imports of goods and services","1541954247.35903"
"Hungary","1970","Gross Domestic Product (GDP)","6353209854.17255"
"Iceland","1986","Final consumption expenditure","3153321025.47613"
"Iceland","1986","Household consumption expenditure (including Non-profit institutions serving households)","2425070734.6114"
"Iceland","1986","General government final consumption expenditure","728250290.864732"
"Iceland","1986","Gross capital formation","806384072.122468"
"Iceland","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","863175614.454255"
"Iceland","1986","Changes in inventories","-56791542.3317876"
"Iceland","1986","Exports of goods and services","1516842923.10247"
"Iceland","1986","Imports of goods and services","1366996347.33631"
"Iceland","1986","Gross Domestic Product (GDP)","4035235436.69041"
"Iceland","1985","Final consumption expenditure","2400657419.56105"
"Iceland","1985","Household consumption expenditure (including Non-profit institutions serving households)","1868632354.30402"
"Iceland","1985","General government final consumption expenditure","532025065.257021"
"Iceland","1985","Gross capital formation","679652186.632188"
"Iceland","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","705949452.912313"
"Iceland","1985","Changes in inventories","-26297266.280125"
"Iceland","1985","Exports of goods and services","1183375035.54363"
"Iceland","1985","Imports of goods and services","1179714871.93531"
"Iceland","1985","Gross Domestic Product (GDP)","3018167904.49957"
"Iceland","1984","Final consumption expenditure","2241828782.45208"
"Iceland","1984","Household consumption expenditure (including Non-profit institutions serving households)","1757268299.85832"
"Iceland","1984","General government final consumption expenditure","484560482.562206"
"Iceland","1984","Gross capital formation","727854067.339896"
"Iceland","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","700319622.332121"
"Iceland","1984","Changes in inventories","27534445.0077754"
"Iceland","1984","Exports of goods and services","1072751778.94838"
"Iceland","1984","Imports of goods and services","1075200590.00443"
"Iceland","1984","Gross Domestic Product (GDP)","2897183322.02411"
"Iceland","1983","Final consumption expenditure","2160468772.9888"
"Iceland","1983","Household consumption expenditure (including Non-profit institutions serving households)","1651215696.38031"
"Iceland","1983","General government final consumption expenditure","509253076.608489"
"Iceland","1983","Gross capital formation","637593930.785398"
"Iceland","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","685604468.140095"
"Iceland","1983","Changes in inventories","-48010537.3546965"
"Iceland","1983","Exports of goods and services","1081638929.29229"
"Iceland","1983","Imports of goods and services","1023908098.08913"
"Iceland","1983","Gross Domestic Product (GDP)","2797573888.81396"
"Iceland","1982","Final consumption expenditure","2500807579.50096"
"Iceland","1982","Household consumption expenditure (including Non-profit institutions serving households)","1912954457.83648"
"Iceland","1982","General government final consumption expenditure","587853121.583521"
"Iceland","1982","Gross capital formation","986064604.926935"
"Iceland","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","903877512.22741"
"Iceland","1982","Changes in inventories","82187092.7804868"
"Iceland","1982","Exports of goods and services","1016720110.26375"
"Iceland","1982","Imports of goods and services","1167122476.42782"
"Iceland","1982","Gross Domestic Product (GDP)","3243275412.03186"
"Iceland","1981","Final consumption expenditure","2654254976.50082"
"Iceland","1981","Household consumption expenditure (including Non-profit institutions serving households)","2045377138.59865"
"Iceland","1981","General government final consumption expenditure","608877837.763744"
"Iceland","1981","Gross capital formation","1026279085.6673"
"Iceland","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","987395992.578731"
"Iceland","1981","Changes in inventories","38883093.2269922"
"Iceland","1981","Exports of goods and services","1191457121.86957"
"Iceland","1981","Imports of goods and services","1243512399.35912"
"Iceland","1981","Gross Domestic Product (GDP)","3532936403.72724"
"Iceland","1980","Final consumption expenditure","2509102843.29135"
"Iceland","1980","Household consumption expenditure (including Non-profit institutions serving households)","1930069532.24904"
"Iceland","1980","General government final consumption expenditure","579033311.042313"
"Iceland","1980","Gross capital formation","1003135324.21732"
"Iceland","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","984673211.961292"
"Iceland","1980","Changes in inventories","18462112.2560233"
"Iceland","1980","Exports of goods and services","1182453179.92858"
"Iceland","1980","Imports of goods and services","1183591458.77062"
"Iceland","1980","Gross Domestic Product (GDP)","3420045206.92475"
"Iceland","1979","Final consumption expenditure","2139680510.55405"
"Iceland","1979","Household consumption expenditure (including Non-profit institutions serving households)","1632925001.3971"
"Iceland","1979","General government final consumption expenditure","506755509.156955"
"Iceland","1979","Gross capital formation","784379868.5323"
"Iceland","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","768288950.208668"
"Iceland","1979","Changes in inventories","16090918.323632"
"Iceland","1979","Exports of goods and services","1066814247.76094"
"Iceland","1979","Imports of goods and services","1035330201.81146"
"Iceland","1979","Gross Domestic Product (GDP)","2886055046.69227"
"Iceland","1978","Final consumption expenditure","1843806281.49138"
"Iceland","1978","Household consumption expenditure (including Non-profit institutions serving households)","1411762126.78652"
"Iceland","1978","General government final consumption expenditure","432044155.073715"
"Iceland","1978","Gross capital formation","683078100.763607"
"Iceland","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","699853178.48667"
"Iceland","1978","Changes in inventories","-16775077.3542105"
"Iceland","1978","Exports of goods and services","903859744.83767"
"Iceland","1978","Imports of goods and services","831426147.250618"
"Iceland","1978","Gross Domestic Product (GDP)","2540533043.04474"
"Iceland","1977","Final consumption expenditure","1590913613.67369"
"Iceland","1977","Household consumption expenditure (including Non-profit institutions serving households)","1232638316.68797"
"Iceland","1977","General government final consumption expenditure","358275296.985719"
"Iceland","1977","Gross capital formation","727253850.874667"
"Iceland","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","689628458.401127"
"Iceland","1977","Changes in inventories","37625392.4735403"
"Iceland","1977","Exports of goods and services","716379578.232486"
"Iceland","1977","Imports of goods and services","734061226.04548"
"Iceland","1977","Gross Domestic Product (GDP)","2233756571.48897"
"Iceland","1976","Final consumption expenditure","1203204181.23308"
"Iceland","1976","Household consumption expenditure (including Non-profit institutions serving households)","934334562.789268"
"Iceland","1976","General government final consumption expenditure","268869618.443813"
"Iceland","1976","Gross capital formation","526878181.288123"
"Iceland","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","538430799.973838"
"Iceland","1976","Changes in inventories","-11552618.6857149"
"Iceland","1976","Exports of goods and services","568101630.788415"
"Iceland","1976","Imports of goods and services","562549049.431102"
"Iceland","1976","Gross Domestic Product (GDP)","1688558224.11022"
"Iceland","1975","Final consumption expenditure","1046613143.73419"
"Iceland","1975","Household consumption expenditure (including Non-profit institutions serving households)","808858851.753595"
"Iceland","1975","General government final consumption expenditure","237754291.980596"
"Iceland","1975","Gross capital formation","547379255.1073"
"Iceland","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","520006471.993432"
"Iceland","1975","Changes in inventories","27372783.1138679"
"Iceland","1975","Exports of goods and services","461422016.406276"
"Iceland","1975","Imports of goods and services","577925590.386688"
"Iceland","1975","Gross Domestic Product (GDP)","1423004544.29655"
"Iceland","1974","Final consumption expenditure","1135181365.1818"
"Iceland","1974","Household consumption expenditure (including Non-profit institutions serving households)","884975474.292962"
"Iceland","1974","General government final consumption expenditure","250205890.888839"
"Iceland","1974","Gross capital formation","603910575.211702"
"Iceland","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","575204110.415614"
"Iceland","1974","Changes in inventories","28706464.7960882"
"Iceland","1974","Exports of goods and services","468934218.61692"
"Iceland","1974","Imports of goods and services","614480234.8823"
"Iceland","1974","Gross Domestic Product (GDP)","1532486024.83332"
"Iceland","1973","Final consumption expenditure","815473362.564505"
"Iceland","1973","Household consumption expenditure (including Non-profit institutions serving households)","644648156.85873"
"Iceland","1973","General government final consumption expenditure","170825206.81142"
"Iceland","1973","Gross capital formation","408407693.421497"
"Iceland","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","412671565.087361"
"Iceland","1973","Changes in inventories","-4263871.66586364"
"Iceland","1973","Exports of goods and services","403126354.066966"
"Iceland","1973","Imports of goods and services","426712002.904395"
"Iceland","1973","Gross Domestic Product (GDP)","1163571729.22582"
"Iceland","1972","Final consumption expenditure","626062985.508538"
"Iceland","1972","Household consumption expenditure (including Non-profit institutions serving households)","497282530.771952"
"Iceland","1972","General government final consumption expenditure","128780454.736585"
"Iceland","1972","Gross capital formation","262180353.864362"
"Iceland","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","275876529.293776"
"Iceland","1972","Changes in inventories","-13696175.4294135"
"Iceland","1972","Exports of goods and services","289665242.307447"
"Iceland","1972","Imports of goods and services","304828369.695003"
"Iceland","1972","Gross Domestic Product (GDP)","849247675.739097"
"Iceland","1971","Final consumption expenditure","497931152.838558"
"Iceland","1971","Household consumption expenditure (including Non-profit institutions serving households)","405247853.8696"
"Iceland","1971","General government final consumption expenditure","92683298.9689583"
"Iceland","1971","Gross capital formation","245541209.369933"
"Iceland","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","227270737.758262"
"Iceland","1971","Changes in inventories","18270472.7480346"
"Iceland","1971","Exports of goods and services","247204750.280914"
"Iceland","1971","Imports of goods and services","290020994.647751"
"Iceland","1971","Gross Domestic Product (GDP)","677913424.633993"
"Iceland","1970","Final consumption expenditure","390818455.69596"
"Iceland","1970","Household consumption expenditure (including Non-profit institutions serving households)","320341951.147955"
"Iceland","1970","General government final consumption expenditure","70476504.5480047"
"Iceland","1970","Gross capital formation","144284952.277948"
"Iceland","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","148148589.778088"
"Iceland","1970","Changes in inventories","-3863637.5001398"
"Iceland","1970","Exports of goods and services","233427522.735719"
"Iceland","1970","Imports of goods and services","224773411.37177"
"Iceland","1970","Gross Domestic Product (GDP)","532726075.019276"
"India","1986","Final consumption expenditure","209715370029.43"
"India","1986","Household consumption expenditure (including Non-profit institutions serving households)","179683200654.277"
"India","1986","General government final consumption expenditure","30032169375.1538"
"India","1986","Gross capital formation","63363853428.0008"
"India","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","56152772967.9783"
"India","1986","Changes in inventories","7211080460.02254"
"India","1986","Exports of goods and services","13123722919.7722"
"India","1986","Imports of goods and services","17791852491.8112"
"India","1986","Gross Domestic Product (GDP)","248120236712.589"
"India","1985","Final consumption expenditure","188938690212.327"
"India","1985","Household consumption expenditure (including Non-profit institutions serving households)","163139214786.779"
"India","1985","General government final consumption expenditure","25799475425.5482"
"India","1985","Gross capital formation","60363309513.9082"
"India","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","50057962219.2912"
"India","1985","Changes in inventories","10305347294.617"
"India","1985","Exports of goods and services","12092914959.4776"
"India","1985","Imports of goods and services","17649235253.1463"
"India","1985","Gross Domestic Product (GDP)","226460283123.142"
"India","1984","Final consumption expenditure","185566683730.288"
"India","1984","Household consumption expenditure (including Non-profit institutions serving households)","162124489373.287"
"India","1984","General government final consumption expenditure","23442194357.0897"
"India","1984","Gross capital formation","50763006065.5082"
"India","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","45765909365.9608"
"India","1984","Changes in inventories","4997096699.54732"
"India","1984","Exports of goods and services","13951764569.7913"
"India","1984","Imports of goods and services","17207335201.7489"
"India","1984","Gross Domestic Product (GDP)","217466935617.808"
"India","1983","Final consumption expenditure","187808459311.31"
"India","1983","Household consumption expenditure (including Non-profit institutions serving households)","164910739411.387"
"India","1983","General government final consumption expenditure","22897719899.9238"
"India","1983","Gross capital formation","51029690872.7469"
"India","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","45190534460.6338"
"India","1983","Changes in inventories","5839156412.11314"
"India","1983","Exports of goods and services","13015920436.9145"
"India","1983","Imports of goods and services","17562971861.665"
